EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,JobRole,MonthlyIncome,SalarySlab,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Count
RM709,36,36-45,No,Non-Travel,Sales,8,Technical Degree,1,Male,Sales Executive,5079,5k-10k,13,3,4,12,7,7,0,7.0,0
RM753,36,36-45,Yes,TravelRarely,Research & Development,16,Life Sciences,1,Female,Laboratory Technician,2743,Upto 5k,16,3,3,18,17,13,15,14.0,1
RM762,36,36-45,Yes,TravelRarely,Research & Development,15,Other,1,Male,Laboratory Technician,4834,Upto 5k,14,3,2,9,1,0,0,0.0,1
RM774,36,36-45,No,TravelRarely,Research & Development,12,Medical,1,Female,Manufacturing Director,8858,5k-10k,11,3,2,15,14,8,7,8.0,0
RM818,36,36-45,No,Non-Travel,Research & Development,18,Life Sciences,1,Male,Manufacturing Director,7779,5k-10k,20,4,1,18,11,9,0,9.0,0
RM874,36,36-45,No,TravelRarely,Research & Development,6,Life Sciences,1,Male,Laboratory Technician,2741,Upto 5k,14,3,3,7,7,7,1,7.0,0
RM883,36,36-45,No,TravelRarely,Research & Development,1,Technical Degree,1,Female,Manufacturing Director,10252,10k-15k,21,4,3,17,7,7,7,7.0,0
RM901,36,36-45,No,Travel_Frequently,Research & Development,3,Technical Degree,1,Male,Research Scientist,3692,Upto 5k,12,3,3,12,11,10,0,7.0,0
RM928,36,36-45,No,TravelRarely,Research & Development,2,Life Sciences,1,Female,Manufacturing Director,5410,5k-10k,11,3,4,18,16,14,5,12.0,0
RM943,36,36-45,No,TravelRarely,Research & Development,10,Technical Degree,1,Female,Healthcare Representative,7094,5k-10k,12,3,1,10,7,7,1,7.0,0
RM969,36,36-45,No,Travel_Frequently,Sales,7,Marketing,1,Female,Sales Executive,4639,Upto 5k,16,3,4,17,15,7,6,13.0,0
RM1012,36,36-45,No,TravelRarely,Sales,3,Marketing,1,Female,Sales Executive,9278,5k-10k,16,3,4,15,5,4,0,1.0,0
RM1019,36,36-45,No,TravelRarely,Research & Development,4,Life Sciences,1,Male,Laboratory Technician,5810,5k-10k,16,3,3,10,10,4,1,8.0,0
RM1020,36,36-45,No,TravelRarely,Sales,16,Marketing,1,Female,Sales Executive,5647,5k-10k,13,3,1,11,3,2,0,2.0,0
RM1103,36,36-45,No,TravelRarely,Sales,2,Life Sciences,1,Male,Sales Representative,2644,Upto 5k,21,4,4,7,3,2,1,2.0,0
RM1122,36,36-45,No,TravelRarely,Sales,1,Life Sciences,1,Female,Sales Executive,6815,5k-10k,13,3,1,15,1,0,0,0.0,0
RM1129,36,36-45,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Laboratory Technician,5562,5k-10k,13,3,4,9,3,2,0,2.0,0
RM1146,36,36-45,No,TravelRarely,Research & Development,12,Life Sciences,1,Female,Manufacturing Director,4663,Upto 5k,12,3,2,7,3,2,1,1.0,0
RM1174,36,36-45,No,TravelRarely,Research & Development,5,Life Sciences,1,Female,Healthcare Representative,8008,5k-10k,12,3,3,9,3,2,0,2.0,0
RM1181,36,36-45,No,TravelRarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,2013,Upto 5k,11,3,3,15,4,3,1,3.0,0
RM1183,36,36-45,No,Non-Travel,Research & Development,1,Medical,1,Female,Manufacturing Director,4374,Upto 5k,15,3,3,4,3,2,1,2.0,0
RM1184,36,36-45,No,TravelRarely,Research & Development,3,Life Sciences,1,Male,Healthcare Representative,6842,5k-10k,20,4,1,13,5,4,0,4.0,0
RM1200,36,36-45,No,TravelRarely,Research & Development,26,Life Sciences,1,Male,Healthcare Representative,5347,5k-10k,14,3,2,10,3,2,0,2.0,0
RM1221,36,36-45,No,TravelRarely,Sales,2,Life Sciences,1,Female,Sales Representative,4502,Upto 5k,15,3,3,17,13,7,6,7.0,0
RM1237,36,36-45,Yes,TravelRarely,Sales,13,Marketing,1,Male,Sales Executive,6134,5k-10k,13,3,2,16,2,2,2,2.0,1
RM1279,36,36-45,No,TravelRarely,Research & Development,10,Life Sciences,1,Male,Healthcare Representative,8321,5k-10k,13,3,4,15,12,8,5,7.0,0
RM1316,36,36-45,No,TravelRarely,Research & Development,2,Other,1,Female,Research Scientist,6962,5k-10k,22,4,4,15,1,0,0,0.0,0
RM1341,36,36-45,No,TravelRarely,Sales,10,Technical Degree,1,Female,Sales Executive,5673,5k-10k,13,3,1,10,10,9,1,7.0,0
RM1348,36,36-45,No,Travel_Frequently,Human Resources,2,Human Resources,1,Male,Human Resources,3886,Upto 5k,21,4,4,10,10,1,0,8.0,0
RM1356,36,36-45,No,TravelRarely,Sales,17,Marketing,1,Male,Sales Executive,5507,5k-10k,16,3,3,12,4,2,1,3.0,0
RM1384,36,36-45,No,Non-Travel,Research & Development,9,Life Sciences,1,Male,Laboratory Technician,2810,Upto 5k,22,4,2,5,5,4,0,2.0,0
RM1440,36,36-45,No,TravelRarely,Sales,3,Medical,1,Female,Sales Executive,7644,5k-10k,19,3,3,10,9,7,3,4.0,0
RM1441,36,36-45,No,Travel_Frequently,Research & Development,4,Life Sciences,1,Female,Manufacturing Director,5131,5k-10k,13,3,2,18,4,2,0,2.0,0
RM1448,36,36-45,No,Non-Travel,Sales,15,Marketing,1,Male,Sales Executive,5406,5k-10k,24,4,1,15,15,12,11,11.0,0
RM1454,36,36-45,No,TravelRarely,Sales,11,Marketing,1,Female,Sales Executive,6652,5k-10k,13,3,1,8,6,3,0,0.0,0
RM1466,36,36-45,No,Travel_Frequently,Research & Development,23,Medical,1,Male,Laboratory Technician,2571,Upto 5k,17,3,3,17,5,2,0,2.0,0
RM003,37,36-45,Yes,TravelRarely,Research & Development,2,Other,1,Male,Laboratory Technician,2090,Upto 5k,15,3,2,7,0,0,0,0.0,1
RM048,37,36-45,No,TravelRarely,Research & Development,19,Life Sciences,1,Male,Research Scientist,3022,Upto 5k,21,4,1,8,1,0,0,0.0,0
RM060,37,36-45,No,TravelRarely,Research & Development,1,Life Sciences,1,Male,Manufacturing Director,5993,5k-10k,18,3,3,7,7,5,0,7.0,0
RM079,37,36-45,No,TravelRarely,Research & Development,7,Medical,1,Male,Research Director,13664,10k-15k,13,3,1,16,5,2,0,2.0,0
RM101,37,36-45,Yes,TravelRarely,Human Resources,6,Human Resources,1,Male,Human Resources,2073,Upto 5k,22,4,4,7,3,2,0,2.0,1
RM105,37,36-45,No,Non-Travel,Research & Development,2,Life Sciences,1,Male,Healthcare Representative,5163,5k-10k,14,3,4,17,1,0,0,0.0,0
RM116,37,36-45,No,TravelRarely,Sales,3,Life Sciences,1,Male,Sales Executive,7428,5k-10k,12,3,1,12,5,3,1,3.0,0
RM196,37,36-45,No,TravelRarely,Research & Development,21,Life Sciences,1,Male,Research Scientist,3564,Upto 5k,12,3,1,8,8,7,1,7.0,0
RM223,37,36-45,No,Travel_Frequently,Research & Development,11,Other,1,Male,Research Director,12185,10k-15k,14,3,3,10,10,8,0,7.0,0
RM227,37,36-45,No,Travel_Frequently,Sales,4,Marketing,1,Male,Sales Representative,2793,Upto 5k,17,3,3,13,9,8,5,8.0,0
RM274,37,36-45,No,TravelRarely,Sales,6,Medical,1,Male,Sales Executive,6502,5k-10k,14,3,2,7,5,4,0,1.0,0
RM276,37,36-45,No,Non-Travel,Research & Development,1,Medical,1,Female,Research Director,13603,10k-15k,18,3,1,15,5,2,0,2.0,0
RM286,37,36-45,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,2115,Upto 5k,12,3,2,17,17,12,5,7.0,0
RM295,37,36-45,No,Travel_Frequently,Research & Development,9,Medical,1,Male,Research Scientist,2326,Upto 5k,12,3,3,4,4,2,1,2.0,0
RM341,37,36-45,No,TravelRarely,Research & Development,5,Medical,1,Male,Manufacturing Director,6347,5k-10k,16,3,3,8,6,2,0,4.0,0
RM354,37,36-45,No,TravelRarely,Research & Development,6,Medical,1,Male,Research Scientist,5974,5k-10k,13,3,1,13,7,7,6,7.0,0
RM365,37,36-45,No,TravelRarely,Research & Development,10,Medical,1,Female,Laboratory Technician,3452,Upto 5k,20,4,2,17,5,4,0,3.0,0
RM387,37,36-45,No,TravelRarely,Research & Development,14,Life Sciences,1,Female,Laboratory Technician,3034,Upto 5k,12,3,3,18,18,7,12,17.0,0
RM390,37,36-45,No,TravelRarely,Research & Development,10,Life Sciences,1,Male,Manufacturing Director,4197,Upto 5k,12,3,4,18,1,0,0,1.0,0
RM399,37,36-45,No,Non-Travel,Research & Development,25,Medical,1,Female,Research Scientist,4449,Upto 5k,15,3,1,15,13,11,10,7.0,0
RM465,37,36-45,No,TravelRarely,Research & Development,1,Technical Degree,1,Female,Manufacturing Director,7491,5k-10k,17,3,4,12,6,5,1,2.0,0
RM468,37,36-45,No,Non-Travel,Sales,9,Medical,1,Male,Sales Executive,8834,5k-10k,13,3,4,9,9,5,7,7.0,0
RM473,37,36-45,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,6447,5k-10k,12,3,2,8,6,5,4,3.0,0
RM487,37,36-45,No,TravelRarely,Sales,2,Marketing,1,Male,Sales Executive,9602,5k-10k,11,3,3,17,3,0,1,0.0,0
RM507,37,36-45,No,TravelRarely,Research & Development,3,Other,1,Male,Manufacturing Director,9434,5k-10k,15,3,3,10,10,7,7,8.0,0
RM523,37,36-45,No,TravelRarely,Research & Development,10,Life Sciences,1,Male,Research Scientist,4680,Upto 5k,17,3,1,4,1,0,0,0.0,0
RM578,37,36-45,No,TravelRarely,Research & Development,10,Life Sciences,1,Female,Research Scientist,2782,Upto 5k,13,3,2,6,5,3,4,3.0,0
RM629,37,36-45,No,TravelRarely,Sales,16,Marketing,1,Male,Sales Executive,6334,5k-10k,19,3,4,9,1,0,0,0.0,0
RM649,37,36-45,No,Travel_Frequently,Sales,21,Medical,1,Female,Sales Representative,2973,Upto 5k,15,3,2,10,5,4,0,0.0,0
RM653,37,36-45,No,Non-Travel,Sales,19,Medical,1,Male,Sales Executive,7642,5k-10k,13,3,4,10,10,0,0,9.0,0
RM696,37,36-45,Yes,TravelRarely,Sales,1,Life Sciences,1,Male,Sales Executive,10609,10k-15k,11,3,3,17,14,1,11,7.0,1
RM745,37,36-45,Yes,TravelRarely,Research & Development,11,Medical,1,Female,Healthcare Representative,4777,Upto 5k,15,3,1,15,1,0,0,0.0,1
RM768,37,36-45,No,TravelRarely,Research & Development,3,Other,1,Female,Healthcare Representative,4107,Upto 5k,15,3,1,8,4,3,0,1.0,0
RM796,37,36-45,No,TravelRarely,Sales,10,Life Sciences,1,Female,Sales Executive,6694,5k-10k,14,3,3,8,1,0,0,0.0,0
RM833,37,36-45,No,TravelRarely,Research & Development,25,Medical,1,Female,Healthcare Representative,5731,5k-10k,13,3,3,9,6,2,1,3.0,0
RM856,37,36-45,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,6474,5k-10k,13,3,2,14,14,8,3,11.0,0
RM990,37,36-45,No,TravelRarely,Research & Development,4,Life Sciences,1,Male,Research Scientist,2996,Upto 5k,15,3,4,8,6,4,1,3.0,0
RM1002,37,36-45,No,TravelRarely,Research & Development,11,Medical,1,Female,Laboratory Technician,3629,Upto 5k,18,3,1,8,3,2,0,2.0,0
RM1023,37,36-45,No,Non-Travel,Research & Development,5,Technical Degree,1,Male,Laboratory Technician,3500,Upto 5k,14,3,1,7,6,5,1,3.0,0
RM1090,37,36-45,No,TravelRarely,Research & Development,13,Medical,1,Male,Research Scientist,4285,Upto 5k,17,3,1,10,10,8,3,7.0,0
RM1159,37,36-45,No,TravelRarely,Research & Development,19,Life Sciences,1,Male,Manufacturing Director,5768,5k-10k,17,3,1,9,4,3,0,2.0,0
RM1164,37,36-45,No,TravelRarely,Research & Development,10,Medical,1,Female,Research Scientist,3936,Upto 5k,11,3,1,8,8,4,7,7.0,0
RM1212,37,36-45,No,Travel_Frequently,Sales,1,Medical,1,Male,Sales Executive,9525,5k-10k,14,3,3,6,6,3,1,3.0,0
RM1277,37,36-45,No,TravelRarely,Sales,9,Marketing,1,Male,Sales Executive,4189,Upto 5k,14,3,1,5,5,2,0,3.0,0
RM1281,37,36-45,No,TravelRarely,Human Resources,8,Other,1,Male,Human Resources,4071,Upto 5k,13,3,3,19,10,0,4,7.0,0
RM1292,37,36-45,Yes,TravelRarely,Research & Development,10,Medical,1,Male,Manufacturing Director,4213,Upto 5k,15,3,2,10,10,3,0,8.0,1
RM1345,37,36-45,No,TravelRarely,Research & Development,7,Medical,1,Male,Research Scientist,4284,Upto 5k,22,4,3,16,5,3,0,4.0,0
RM1433,37,36-45,No,TravelRarely,Research & Development,10,Life Sciences,1,Female,Research Director,13744,10k-15k,25,4,1,16,16,11,6,8.0,0
RM020,38,36-45,No,TravelRarely,Research & Development,2,Life Sciences,1,Male,Research Scientist,3944,Upto 5k,11,3,3,6,3,2,1,2.0,0
RM062,38,36-45,No,Travel_Frequently,Research & Development,29,Life Sciences,1,Female,Laboratory Technician,2406,Upto 5k,11,3,4,10,10,3,9,9.0,0
RM084,38,36-45,No,Non-Travel,Research & Development,6,Medical,1,Female,Research Scientist,5329,5k-10k,12,3,4,17,13,11,1,9.0,0
RM169,38,36-45,No,TravelRarely,Sales,1,Life Sciences,1,Female,Sales Executive,8686,5k-10k,22,4,3,12,8,3,0,7.0,0
RM180,38,36-45,No,TravelRarely,Research & Development,9,Life Sciences,1,Female,Laboratory Technician,2288,Upto 5k,12,3,3,2,2,2,2,1.0,0
RM199,38,36-45,No,TravelRarely,Research & Development,2,Life Sciences,1,Male,Manufacturing Director,6553,5k-10k,14,3,2,14,1,0,0,0.0,0
RM200,38,36-45,No,TravelRarely,Research & Development,29,Technical Degree,1,Male,Manufacturing Director,6261,5k-10k,18,3,1,9,7,7,1,7.0,0
RM205,38,36-45,Yes,TravelRarely,Research & Development,29,Medical,1,Male,Healthcare Representative,6673,5k-10k,19,3,2,17,1,0,0,0.0,1
RM224,38,36-45,No,TravelRarely,Sales,3,Life Sciences,1,Male,Sales Executive,10609,10k-15k,12,3,3,17,16,10,5,13.0,0
RM262,38,36-45,No,Non-Travel,Sales,2,Life Sciences,1,Male,Sales Executive,5249,5k-10k,18,3,4,13,8,7,7,5.0,0
RM278,38,36-45,No,TravelRarely,Sales,7,Medical,1,Female,Sales Executive,5605,5k-10k,24,4,3,8,8,0,7,7.0,0
RM288,38,36-45,No,TravelRarely,Research & Development,23,Life Sciences,1,Male,Healthcare Representative,5745,5k-10k,14,3,2,10,2,2,1,2.0,0
RM308,38,36-45,No,TravelRarely,Research & Development,25,Life Sciences,1,Female,Research Director,12061,10k-15k,17,3,3,19,10,8,0,1.0,0
RM342,38,36-45,No,TravelRarely,Research & Development,15,Life Sciences,1,Male,Research Director,11510,10k-15k,14,3,2,12,11,10,2,9.0,0
RM417,38,36-45,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,1702,Upto 5k,23,4,3,1,1,0,0,0.0,0
RM472,38,36-45,No,TravelRarely,Research & Development,10,Medical,1,Female,Healthcare Representative,9824,5k-10k,19,3,3,18,1,0,0,0.0,0
RM491,38,36-45,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,2619,Upto 5k,17,3,4,8,0,0,0,0.0,0
RM519,38,36-45,No,TravelRarely,Sales,7,Marketing,1,Female,Sales Executive,4028,Upto 5k,20,4,1,8,7,7,0,5.0,0
RM530,38,36-45,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Healthcare Representative,7625,5k-10k,13,3,3,10,9,7,1,8.0,0
RM543,38,36-45,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,7861,5k-10k,14,3,4,10,1,0,0,0.0,0
RM560,38,36-45,No,TravelRarely,Research & Development,2,Medical,1,Male,Research Scientist,3057,Upto 5k,13,3,2,6,1,0,0,1.0,0
RM579,38,36-45,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,Manufacturing Director,5980,5k-10k,12,3,4,17,15,7,4,12.0,0
RM606,38,36-45,No,Travel_Frequently,Research & Development,12,Life Sciences,1,Male,Healthcare Representative,6288,5k-10k,15,3,3,13,4,3,1,2.0,0
RM643,38,36-45,No,TravelRarely,Sales,9,Marketing,1,Male,Sales Representative,2899,Upto 5k,19,3,4,3,2,2,1,2.0,0
RM682,38,36-45,No,TravelRarely,Research & Development,1,Technical Degree,1,Female,Research Director,13582,10k-15k,13,3,2,15,15,12,5,11.0,0
RM704,38,36-45,No,Non-Travel,Sales,10,Technical Degree,1,Female,Sales Executive,5666,5k-10k,13,3,2,6,5,3,1,3.0,0
RM723,38,36-45,No,Travel_Frequently,Research & Development,10,Medical,1,Male,Research Scientist,2684,Upto 5k,17,3,2,3,2,1,0,2.0,0
RM748,38,36-45,No,TravelRarely,Sales,3,Life Sciences,1,Male,Sales Executive,6861,5k-10k,12,3,3,19,1,0,0,0.0,0
RM766,38,36-45,No,Travel_Frequently,Research & Development,3,Other,1,Male,Research Scientist,2821,Upto 5k,16,3,1,8,2,2,2,2.0,0
RM785,38,36-45,No,TravelRarely,Research & Development,17,Life Sciences,1,Female,Healthcare Representative,8823,5k-10k,18,3,1,20,19,9,1,9.0,0
RM808,38,36-45,No,TravelRarely,Sales,10,Marketing,1,Male,Sales Executive,8740,5k-10k,14,3,2,9,8,7,2,7.0,0
RM812,38,36-45,No,TravelRarely,Sales,2,Marketing,1,Male,Sales Executive,7351,5k-10k,16,3,3,10,1,0,0,0.0,0
RM827,38,36-45,No,TravelRarely,Human Resources,1,Human Resources,1,Male,Human Resources,2844,Upto 5k,13,3,4,7,7,6,5,0.0,0
RM964,38,36-45,No,TravelRarely,Sales,2,Life Sciences,1,Female,Sales Executive,6893,5k-10k,15,3,4,11,7,7,1,7.0,0
RM983,38,36-45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,Research Scientist,2610,Upto 5k,11,3,4,4,4,2,0,3.0,0
RM1108,38,36-45,No,Travel_Frequently,Human Resources,10,Human Resources,1,Male,Human Resources,6077,5k-10k,11,3,3,10,6,3,1,2.0,0
RM1113,38,36-45,Yes,TravelRarely,Research & Development,2,Medical,1,Male,Manufacturing Director,4855,Upto 5k,11,3,1,7,5,2,1,4.0,1
RM1120,38,36-45,No,TravelRarely,Sales,14,Life Sciences,1,Male,Sales Executive,9924,5k-10k,11,3,4,10,9,8,7,7.0,0
RM1121,38,36-45,No,TravelRarely,Sales,16,Life Sciences,1,Female,Sales Executive,4198,Upto 5k,12,3,2,8,3,2,1,2.0,0
RM1162,38,36-45,No,TravelRarely,Research & Development,2,Medical,1,Female,Manufacturing Director,7756,5k-10k,19,3,4,10,5,4,0,2.0,0
RM1188,38,36-45,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,Research Scientist,4735,Upto 5k,15,3,4,19,13,11,2,9.0,0
RM1194,38,36-45,No,Travel_Frequently,Research & Development,2,Medical,1,Female,Laboratory Technician,2440,Upto 5k,22,4,2,4,4,3,3,3.0,0
RM1203,38,36-45,No,TravelRarely,Research & Development,4,Medical,1,Female,Laboratory Technician,3306,Upto 5k,19,3,4,7,0,0,0,0.0,0
RM1257,38,36-45,No,Travel_Frequently,Research & Development,2,Medical,1,Female,Laboratory Technician,2468,Upto 5k,14,3,2,9,6,1,0,5.0,0
RM1262,38,36-45,No,TravelRarely,Research & Development,18,Medical,1,Male,Healthcare Representative,5811,5k-10k,16,3,3,15,1,0,1,0.0,0
RM1273,38,36-45,No,TravelRarely,Research & Development,6,Other,1,Female,Laboratory Technician,3702,Upto 5k,11,3,2,5,5,4,0,4.0,0
RM1290,38,36-45,No,Non-Travel,Human Resources,2,Human Resources,1,Male,Human Resources,2592,Upto 5k,13,3,4,13,11,10,3,8.0,0
RM1309,38,36-45,No,TravelRarely,Sales,2,Marketing,1,Female,Sales Representative,5405,5k-10k,20,4,1,20,4,2,0,3.0,0
RM1374,38,36-45,No,Travel_Frequently,Research & Development,8,Medical,1,Female,Research Scientist,2133,Upto 5k,16,3,3,20,20,11,0,7.0,0
RM1377,38,36-45,No,TravelRarely,Research & Development,9,Life Sciences,1,Male,Research Scientist,4771,Upto 5k,19,3,4,10,5,2,0,3.0,0
RM1392,38,36-45,No,TravelRarely,Sales,1,Life Sciences,1,Male,Sales Representative,2858,Upto 5k,14,3,1,20,1,0,0,0.0,0
RM1401,38,36-45,No,Travel_Frequently,Human Resources,1,Other,1,Male,Human Resources,2991,Upto 5k,11,3,2,7,6,2,1,2.0,0
RM1417,38,36-45,No,TravelRarely,Sales,1,Life Sciences,1,Male,Sales Executive,4440,Upto 5k,15,3,1,16,15,13,5,8.0,0
RM1419,38,36-45,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Manufacturing Director,5321,5k-10k,11,3,4,10,8,3,7,7.0,0
RM1431,38,36-45,No,TravelRarely,Research & Development,10,Medical,1,Female,Research Director,13206,10k-15k,12,3,1,20,18,16,1,11.0,0
RM1452,38,36-45,No,TravelRarely,Sales,10,Life Sciences,1,Female,Sales Executive,5343,5k-10k,11,3,3,10,10,7,1,9.0,0
RM034,39,36-45,Yes,TravelRarely,Sales,5,Technical Degree,1,Male,Sales Representative,2086,Upto 5k,14,3,3,19,1,0,0,0.0,1
RM138,39,36-45,No,TravelRarely,Sales,4,Life Sciences,1,Female,Sales Executive,5902,5k-10k,14,3,3,17,15,11,5,9.0,0
RM241,39,36-45,No,TravelRarely,Research & Development,1,Medical,1,Female,Laboratory Technician,2232,Upto 5k,14,3,3,7,3,2,1,2.0,0
RM305,39,36-45,No,TravelRarely,Research & Development,1,Medical,1,Male,Healthcare Representative,9613,5k-10k,17,3,1,19,18,10,3,7.0,0
RM315,39,36-45,No,TravelRarely,Research & Development,10,Medical,1,Male,Manager,17068,15k+,14,3,4,21,21,9,11,10.0,0
RM327,39,36-45,No,Travel_Frequently,Research & Development,7,Medical,1,Male,Manager,19272,15k+,15,3,1,21,21,9,13,3.0,0
RM328,39,36-45,Yes,TravelRarely,Sales,3,Medical,1,Female,Sales Executive,5238,5k-10k,18,3,1,12,1,0,0,0.0,1
RM401,39,36-45,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,Manager,19197,15k+,14,3,3,21,21,8,1,6.0,0
RM450,39,36-45,No,Travel_Frequently,Research & Development,8,Life Sciences,1,Female,Laboratory Technician,3755,Upto 5k,11,3,1,8,8,3,0,7.0,0
RM527,39,36-45,No,TravelRarely,Research & Development,2,Technical Degree,1,Female,Healthcare Representative,4553,Upto 5k,11,3,1,20,20,7,11,10.0,0
RM552,39,36-45,No,TravelRarely,Human Resources,3,Human Resources,1,Female,Human Resources,6389,5k-10k,15,3,3,12,8,3,3,6.0,0
RM655,39,36-45,No,TravelRarely,Human Resources,2,Life Sciences,1,Female,Human Resources,5204,5k-10k,11,3,3,13,5,4,0,4.0,0
RM670,39,36-45,Yes,TravelRarely,Research & Development,6,Medical,1,Male,Laboratory Technician,2404,Upto 5k,21,4,4,8,2,2,2,2.0,1
RM706,39,36-45,No,TravelRarely,Sales,2,Life Sciences,1,Male,Sales Executive,7880,5k-10k,18,3,4,9,8,7,0,7.0,0
RM739,39,36-45,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,12742,10k-15k,16,3,3,21,21,6,11,8.0,0
RM754,39,36-45,No,Travel_Frequently,Research & Development,22,Medical,1,Female,Manufacturing Director,10880,10k-15k,13,3,3,21,21,6,2,8.0,0
RM814,39,36-45,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Healthcare Representative,12169,10k-15k,11,3,4,21,18,7,11,5.0,1
RM817,39,36-45,No,Non-Travel,Research & Development,9,Life Sciences,1,Male,Laboratory Technician,6782,5k-10k,15,3,3,9,5,4,0,3.0,0
RM938,39,36-45,No,TravelRarely,Research & Development,13,Medical,1,Female,Manager,17123,15k+,13,3,4,21,19,9,15,2.0,0
RM941,39,36-45,Yes,TravelRarely,Research & Development,23,Medical,1,Male,Research Scientist,3904,Upto 5k,13,3,1,6,5,2,0,3.0,1
RM950,39,36-45,No,TravelRarely,Research & Development,18,Life Sciences,1,Male,Manufacturing Director,4534,Upto 5k,11,3,1,9,8,7,1,7.0,0
RM987,39,36-45,No,TravelRarely,Sales,21,Life Sciences,1,Male,Sales Executive,6120,5k-10k,12,3,4,8,5,4,1,4.0,0
RM993,39,36-45,No,Non-Travel,Research & Development,25,Life Sciences,1,Male,Healthcare Representative,10920,10k-15k,21,4,2,13,6,4,0,5.0,0
RM1033,39,36-45,Yes,Non-Travel,Research & Development,2,Life Sciences,1,Female,Laboratory Technician,3646,Upto 5k,23,4,2,11,1,0,0,0.0,1
RM1080,39,36-45,No,TravelRarely,Research & Development,6,Life Sciences,1,Female,Manufacturing Director,8376,5k-10k,18,3,4,9,2,0,2,2.0,0
RM1125,39,36-45,No,TravelRarely,Sales,6,Medical,1,Male,Sales Executive,8237,5k-10k,11,3,1,11,7,6,7,6.0,0
RM1149,39,36-45,No,TravelRarely,Research & Development,10,Medical,1,Male,Manufacturing Director,5377,5k-10k,13,3,4,10,7,7,7,7.0,0
RM1156,39,36-45,No,TravelRarely,Research & Development,3,Medical,1,Male,Laboratory Technician,3069,Upto 5k,15,3,4,11,10,8,0,7.0,0
RM1160,39,36-45,No,Travel_Frequently,Research & Development,4,Medical,1,Female,Manufacturing Director,5042,5k-10k,13,3,4,10,9,2,3,8.0,0
RM1176,39,36-45,No,TravelRarely,Research & Development,12,Medical,1,Male,Manufacturing Director,5295,5k-10k,21,4,3,7,5,4,1,0.0,0
RM1241,39,36-45,No,Non-Travel,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,6472,5k-10k,15,3,4,9,9,8,5,8.0,0
RM1285,39,36-45,No,TravelRarely,Research & Development,10,Medical,1,Male,Research Director,13464,10k-15k,21,4,3,9,4,3,2,2.0,0
RM1293,39,36-45,No,Travel_Frequently,Sales,20,Life Sciences,1,Male,Sales Executive,4127,Upto 5k,18,3,4,7,2,1,2,2.0,0
RM1336,39,36-45,No,TravelRarely,Research & Development,19,Other,1,Male,Research Scientist,3902,Upto 5k,14,3,2,7,2,2,2,2.0,0
RM1367,39,36-45,No,Non-Travel,Sales,21,Life Sciences,1,Female,Sales Executive,5736,5k-10k,19,3,3,10,3,2,1,2.0,0
RM1373,39,36-45,No,TravelRarely,Research & Development,9,Medical,1,Male,Manufacturing Director,5151,5k-10k,25,4,4,10,10,0,7,9.0,0
RM1404,39,36-45,No,TravelRarely,Sales,15,Marketing,1,Male,Sales Executive,13341,10k-15k,12,3,1,21,20,8,11,10.0,0
RM1430,39,36-45,No,TravelRarely,Research & Development,24,Life Sciences,1,Male,Research Scientist,4108,Upto 5k,13,3,1,18,7,7,1,7.0,0
RM1438,39,36-45,No,Non-Travel,Research & Development,9,Life Sciences,1,Male,Manager,19431,15k+,13,3,3,21,6,0,1,3.0,0
RM1463,39,36-45,No,TravelRarely,Sales,24,Marketing,1,Female,Sales Executive,12031,10k-15k,11,3,1,21,20,9,9,6.0,0
RM1467,39,36-45,No,TravelRarely,Research & Development,6,Medical,1,Male,Healthcare Representative,9991,5k-10k,15,3,1,9,7,7,1,1.0,0
RM091,40,36-45,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,Healthcare Representative,13503,10k-15k,22,4,4,22,22,3,11,11.0,0
RM151,40,36-45,No,Travel_Frequently,Research & Development,26,Medical,1,Female,Research Scientist,5605,5k-10k,11,3,1,20,20,7,2,13.0,0
RM159,40,36-45,No,TravelRarely,Sales,4,Marketing,1,Male,Sales Executive,10855,10k-15k,11,3,1,15,12,11,2,11.0,0
